what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077349489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440077349496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077354258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077356229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077363353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077367350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077367626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077386372
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1440077388169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1440077399355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440077403257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440077403434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1440077404361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1440077406839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077408761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077410346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077417429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077424930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077425548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077450209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077451110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077452249
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1440077453313
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1440077460429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1440077473027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077474651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077476926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077484033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077489824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077490407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1440077500688
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1440077503422
